ASN,ASN_NAME,SOURCE,ASOF_DATE
328656,AS-EMALANGENI,PeeringDB,2024-05-23
135256,AS135256,PeeringDB,2024-05-23
21788,AS-BURSTNET,PeeringDB,2024-05-23
135258,AS135258:AS-CUSTOMERS,PeeringDB,2024-05-23
135259,AS135259:AS-SKYSIKAR,PeeringDB,2024-05-23
139285,AS-WGCC-HK,PeeringDB,2024-05-23
21968,AS-POWERSET,PeeringDB,2024-05-23
49121,AS-INFTELE,PeeringDB,2024-05-23
21782,AS-PLATEAU,PeeringDB,2024-05-23
139281,RADB::AS-EQUINIX-KR,PeeringDB,2024-05-23
148971,AS148971:AS-KEIBIIN,PeeringDB,2024-05-23
52772,AS-SJNET-ALL,PeeringDB,2024-05-23
56381,AS56381:AS-ALL,PeeringDB,2024-05-23
39934,AS-ROICO,PeeringDB,2024-05-23
3737,AS-PTD,PeeringDB,2024-05-23
39937,AS39937:AS-CONE,PeeringDB,2024-05-23
269241,AS-ITAEMANET,PeeringDB,2024-05-23
45558,AS-45558,PeeringDB,2024-05-23
4922,NTTCOM::AS-SHENTEL,PeeringDB,2024-05-23
2134,AS-GSVNET,PeeringDB,2024-05-23
4927,AS-IMPU,PeeringDB,2024-05-23
13585,AS13585:AS-POWERVTSET1,PeeringDB,2024-05-23
4697,AS4697,PeeringDB,2024-05-23
63311,AS-20C,PeeringDB,2024-05-23
138770,AS-SKYNETBR,PeeringDB,2024-05-23
41872,AS-GIB,PeeringDB,2024-05-23
199659,AS-SURETEC,PeeringDB,2024-05-23
134257,AS134257:AS-HOSTAXIS,PeeringDB,2024-05-23
134256,AS134256,PeeringDB,2024-05-23
11726,AS-ACUMEN,PeeringDB,2024-05-23
11722,AS11722:AS-IX,PeeringDB,2024-05-23
53119,AS-H3000,PeeringDB,2024-05-23
53116,AS53116,PeeringDB,2024-05-23
53115,AS-53115:AS-CUSTOMERS,PeeringDB,2024-05-23
57169,AS-EDIS,PeeringDB,2024-05-23
266760,AS266760:AS-TELENOVO,PeeringDB,2024-05-23
53112,AS-SULNET,PeeringDB,2024-05-23
52255,AS52255:AS-CUSTOMERS,PeeringDB,2024-05-23
43656,AS-INTERTELECOM-TV,PeeringDB,2024-05-23
270582,AS270582:AS-MUNDISUL,PeeringDB,2024-05-23
28792,AS-PUBLICINET,PeeringDB,2024-05-23
213241,AS-TECHIT,PeeringDB,2024-05-23
268699,AS268699,PeeringDB,2024-05-23
270583,AS270583,PeeringDB,2024-05-23
200697,AS-DIJLAISPLTD,PeeringDB,2024-05-23
197540,AS-NETCUP,PeeringDB,2024-05-23
200690,AS200690:AS-YOURSUNNY,PeeringDB,2024-05-23
329062,AS-BAREMETAL,PeeringDB,2024-05-23
14007,AS14007:AS-ALL,PeeringDB,2024-05-23
138482,AS138482:AS-SKYVIEW,PeeringDB,2024-05-23
264464,AS264464,PeeringDB,2024-05-23
20783,as-pop,PeeringDB,2024-05-23
52609,AS-EVO-BR,PeeringDB,2024-05-23
268696,AS-TUDDO,PeeringDB,2024-05-23
211194,AS-ITMG-CLOUD,PeeringDB,2024-05-23
211337,AS-ALEXG,PeeringDB,2024-05-23
17077,RADB::AS17077:AS-ALL,PeeringDB,2024-05-23
52600,AS52600:AS-ALL,PeeringDB,2024-05-23
52601,AS-BIZZ,PeeringDB,2024-05-23
17072,RADB::AS-TOTALPLAY,PeeringDB,2024-05-23
4805,AS-EQUANT-OCEANIA,PeeringDB,2024-05-23
264425,AS-VASTELECOM,PeeringDB,2024-05-23
327732,AS-327732,PeeringDB,2024-05-23
268126,AS268126:AS-ALL,PeeringDB,2024-05-23
328917,AS328917,PeeringDB,2024-05-23
327733,AS-SET-SAICOM,PeeringDB,2024-05-23
60771,AS-C-CORP,PeeringDB,2024-05-23
211757,AS211757:AS-PANASCAIS,PeeringDB,2024-05-23
53808,ARIN::AS-MOEDOVE,PeeringDB,2024-05-23
57389,AS-ZNETTELEKOM,PeeringDB,2024-05-23
35773,AS-35773,PeeringDB,2024-05-23
30708,AS30708,PeeringDB,2024-05-23
57381,AS-FNUTT,PeeringDB,2024-05-23
58389,AS-AS58389,PeeringDB,2024-05-23
138636,AS138636:AS-AP,PeeringDB,2024-05-23
211993,AS211993,PeeringDB,2024-05-23
54600,AS-PEGTECHCUSTOMERS,PeeringDB,2024-05-23
31950,AS-DNETIT,PeeringDB,2024-05-23
34803,AS-BGL,PeeringDB,2024-05-23
268589,AS-268589,PeeringDB,2024-05-23
400478,AS400478,PeeringDB,2024-05-23
20569,AS-AINAIP,PeeringDB,2024-05-23
196755,AS-3STARSNET,PeeringDB,2024-05-23
48294,AS-SPECTRUM,PeeringDB,2024-05-23
20565,AS-NETALIS,PeeringDB,2024-05-23
268581,TC::AS-QNAX-BR,PeeringDB,2024-05-23
48297,AS48297:AS-TPC,PeeringDB,2024-05-23
400477,RADB::AS-AK-COURTS-ALL,PeeringDB,2024-05-23
48292,RIPE::AS-CIKLET,PeeringDB,2024-05-23
48293,RIPE::AS-UNIONTEL-RU,PeeringDB,2024-05-23
328782,AS-KARTI,PeeringDB,2024-05-23
149938,AS149938:AS-ALL,PeeringDB,2024-05-23
209417,AS-TIANHAI,PeeringDB,2024-05-23
39892,AS-XPOUNDIT,PeeringDB,2024-05-23
54212,ARIN::AS-UPSTREAM,PeeringDB,2024-05-23
36666,AS-GTCOMM1,PeeringDB,2024-05-23
53013,AS-AS53013,PeeringDB,2024-05-23
52777,AS52777:AS-GLOBAL,PeeringDB,2024-05-23
209410,as-set-microservizisicilink,PeeringDB,2024-05-23
17732,APNIC::AS-BULLETPROOF,PeeringDB,2024-05-23
269184,AS-LUCFIBRA,PeeringDB,2024-05-23
210821,AS-CREASA RS-CREASA,PeeringDB,2024-05-23
44608,AS-UBF,PeeringDB,2024-05-23
269180,AS269180,PeeringDB,2024-05-23
202928,AS-Z-IX,PeeringDB,2024-05-23
269182,AS269182:AS-ALL,PeeringDB,2024-05-23
269183,AS-SIMTELECOMUNICACAO,PeeringDB,2024-05-23
202927,RIPE::AS-RZ,PeeringDB,2024-05-23
44600,AS-GGT,PeeringDB,2024-05-23
269188,TC::AS269188:AS-HUBTEL,PeeringDB,2024-05-23
211275,AS-MAKNET,PeeringDB,2024-05-23
62997,AS62997:AS-ALL,PeeringDB,2024-05-23
263444,AS-OPENX,PeeringDB,2024-05-23
41653,AS-AQUARAY,PeeringDB,2024-05-23
41120,AS-IFIX,PeeringDB,2024-05-23
138953,AS138953:AS-AP,PeeringDB,2024-05-23
272061,AS272061:AS-CONE,PeeringDB,2024-05-23
328785,AS-GIGAWAVE,PeeringDB,2024-05-23
41659,AS-SYNERGYWORKS,PeeringDB,2024-05-23
39886,RIPE::AS-NOMOTECH,PeeringDB,2024-05-23
269633,AS269633:AS-ANNOUNCEMENTS,PeeringDB,2024-05-23
6848,RIPE::AS-TELENET,PeeringDB,2024-05-23
6849,AS-UKRTELBT,PeeringDB,2024-05-23
59659,AS-SECURUS,PeeringDB,2024-05-23
203340,AS-NINE-EXT,PeeringDB,2024-05-23
48741,RIPE::AS-DATAPHOTON,PeeringDB,2024-05-23
15757,AS-GASCOM,PeeringDB,2024-05-23
203347,AS-203347,PeeringDB,2024-05-23
41320,AS41320,PeeringDB,2024-05-23
263601,AS-263601,PeeringDB,2024-05-23
216179,AS216179:AS-NATE-BILL,PeeringDB,2024-05-23
137930,AS-137930,PeeringDB,2024-05-23
29329,RIPE::AS-NODEX,PeeringDB,2024-05-23
40387,RADB::AS-ICCN,PeeringDB,2024-05-23
137935,AS137935:AS-ILINKINTERNETSERVICE-BD,PeeringDB,2024-05-23
137286,AS17451 AS56258 AS134640,PeeringDB,2024-05-23
29452,AS-SECURA,PeeringDB,2024-05-23
216174,AS216174:AS-INDIA-01,PeeringDB,2024-05-23
265463,AS265463:AS-GLOBAL,PeeringDB,2024-05-23
265462,AS265462:AS-SPEEDNET,PeeringDB,2024-05-23
265461,AS265461,PeeringDB,2024-05-23
269989,AS269989:AS-CARRIER,PeeringDB,2024-05-23
269766,AS269766:AS-CMCABA,PeeringDB,2024-05-23
198297,RIPE::AS-UL-COM-MEDIA,PeeringDB,2024-05-23
269987,AS269987:AS-AS269987,PeeringDB,2024-05-23
198290,RIPE::AS-GITS,PeeringDB,2024-05-23
395502,AS395502:AS-ALL,PeeringDB,2024-05-23
30851,AS-SGMI,PeeringDB,2024-05-23
264731,AS264731,PeeringDB,2024-05-23
15535,AS-VIRTUALXS,PeeringDB,2024-05-23
264733,AS264733:AS-CHACONET,PeeringDB,2024-05-23
15533,RIPE::AS-SASEUROPE RIPE::AS-SASEUROPE6,PeeringDB,2024-05-23
6596,AS6596:AS-ALL,PeeringDB,2024-05-23
264737,AS264737:AS-JUAMPYNET,PeeringDB,2024-05-23
262301,AS262301:AS-NETMIG,PeeringDB,2024-05-23
264739,AS264739:AS-RAPONI,PeeringDB,2024-05-23
394907,AS-CLTEL,PeeringDB,2024-05-23
269631,AS269631,PeeringDB,2024-05-23
216320,AS216320:AS-KIRIELSLEMBROUCK,PeeringDB,2024-05-23
39401,RIPE::AS-LINKPLUS,PeeringDB,2024-05-23
59414,AS-CLOUDSCALE,PeeringDB,2024-05-23
146834,AS-XUNYOU,PeeringDB,2024-05-23
146832,AS-XUNYOU-EU,PeeringDB,2024-05-23
146833,AS-XUNYOU-NA,PeeringDB,2024-05-23
34393,AS-SYSTEL,PeeringDB,2024-05-23
39409,RIPE::AS-SWG-MYROOTPW,PeeringDB,2024-05-23
328858,AS-EXPRESS,PeeringDB,2024-05-23
206330,RIPE::AS-MERKLI,PeeringDB,2024-05-23
206332,AS-ARROW,PeeringDB,2024-05-23
399337,AS-NETCRAWLER,PeeringDB,2024-05-23
31673,RIPE::AS-UNISERVER,PeeringDB,2024-05-23
399333,AS399333:AS-ALL,PeeringDB,2024-05-23
271445,TC::AS271445,PeeringDB,2024-05-23
55653,AS55653,PeeringDB,2024-05-23
7632,AS7632:AS-LINKNET,PeeringDB,2024-05-23
264280,AS264280:AS-EAGLE,PeeringDB,2024-05-23
399338,AS399338:AS-CVIB,PeeringDB,2024-05-23
136732,AS136732,PeeringDB,2024-05-23
399628,ARIN::AS-SIXMA,PeeringDB,2024-05-23
37130,AS37130,PeeringDB,2024-05-23
37136,AS-ETISALAT,PeeringDB,2024-05-23
136882,AS136882,PeeringDB,2024-05-23
59842,AS-BELIEVE,PeeringDB,2024-05-23
47438,AS-PSKOVLINE,PeeringDB,2024-05-23
15516,AS-DK-DANSKKABELTV,PeeringDB,2024-05-23
142339,AS142339:AS-ID,PeeringDB,2024-05-23
399624,AS-399624,PeeringDB,2024-05-23
212071,AS212071:AS-ZT,PeeringDB,2024-05-23
131702,AS23947:AS-MORATELINDONAP,PeeringDB,2024-05-23
131700,AS-CITRANET,PeeringDB,2024-05-23
131706,AS131706,PeeringDB,2024-05-23
34119,AS-WILDCARD,PeeringDB,2024-05-23
40526,AS-GAP,PeeringDB,2024-05-23
137424,AS137424:AS-ISMC-MM,PeeringDB,2024-05-23
44865,AS44865,PeeringDB,2024-05-23
133967,AS133967,PeeringDB,2024-05-23
44863,AS-STAR-NET,PeeringDB,2024-05-23
265234,AS-NMULTIMIDIA,PeeringDB,2024-05-23
266481,AS-266481,PeeringDB,2024-05-23
50869,AS50869:AS-MEMBERS,PeeringDB,2024-05-23
9848,AS-SEJONG,PeeringDB,2024-05-23
133968,AS133968:AS-LOGON,PeeringDB,2024-05-23
215041,AS215041:AS-ALL,PeeringDB,2024-05-23
40528,AS-ICANN,PeeringDB,2024-05-23
266951,AS266951:AS-ANNOUNCEMENTS,PeeringDB,2024-05-23
211090,AS-DILSET,PeeringDB,2024-05-23
57999,AS-DATANETISP,PeeringDB,2024-05-23
1241,AS-FORTHNET AS-FORTHNET-V6,PeeringDB,2024-05-23
263599,AS-263599:AS-CUSTOMERS,PeeringDB,2024-05-23
27984,AS27984:AS-VERTV,PeeringDB,2024-05-23
199183,AS199183:AS-ESSINK,PeeringDB,2024-05-23
51333,AS-ARCOLINK,PeeringDB,2024-05-23
28328,AS28328:AS-EBR,PeeringDB,2024-05-23
23148,AS-TWW,PeeringDB,2024-05-23
1248,AS-HERE,PeeringDB,2024-05-23
19750,AS-CRITEO-USA,PeeringDB,2024-05-23
262952,AS262952:AS-AIRLIFE,PeeringDB,2024-05-23
208698,AS-HTROY-NETWORK,PeeringDB,2024-05-23
47381,AS-DOCLERNET,PeeringDB,2024-05-23
23140,AS23140:AS-UCHILE,PeeringDB,2024-05-23
22548,AS-NICBR-CUST,PeeringDB,2024-05-23
22549,AS-PBX-CHANGE,PeeringDB,2024-05-23
206592,RS-SHUHAO,PeeringDB,2024-05-23
207770,AS-ATLANTIACLOUD,PeeringDB,2024-05-23
22541,AS22541:AS-ALL,PeeringDB,2024-05-23
213033,AS-HARDBASS-DE,PeeringDB,2024-05-23
63452,AS63452,PeeringDB,2024-05-23
213035,AS-SERVERION,PeeringDB,2024-05-23
213034,AS-STACLAR,PeeringDB,2024-05-23
267729,AS267729:AS-MV,PeeringDB,2024-05-23
267720,AS267720:AS-ARBOLITO,PeeringDB,2024-05-23
204995,RIPE::AS-RTBHOUSE-AMS,PeeringDB,2024-05-23
204992,AS-HYE,PeeringDB,2024-05-23
151048,AS151048:AS-PEERS,PeeringDB,2024-05-23
56656,AS-DETRONICS,PeeringDB,2024-05-23
201318,AS-SUEDWESTFALEN-IT,PeeringDB,2024-05-23
210017,AS-DCHASSELT,PeeringDB,2024-05-23
56654,AS-INFINITYTELECOM,PeeringDB,2024-05-23
23175,AS-POGOZONE,PeeringDB,2024-05-23
9312,AS-XTOM,PeeringDB,2024-05-23
38316,AS-HEIDMAR-SG,PeeringDB,2024-05-23
38313,AS38313,PeeringDB,2024-05-23
398570,AS-DEDICATED-IT,PeeringDB,2024-05-23
398571,AS-CCTRALLYNET,PeeringDB,2024-05-23
28142,AS28142:AS-ALL,PeeringDB,2024-05-23
28143,AS28143,PeeringDB,2024-05-23
32402,AS-TRCL,PeeringDB,2024-05-23
53635,AS53635,PeeringDB,2024-05-23
28146,RADB::AS28146:AS-ALL,PeeringDB,2024-05-23
28144,AS28144,PeeringDB,2024-05-23
207420,AS-CENTAURINET,PeeringDB,2024-05-23
215788,AS215788:AS-MADH,PeeringDB,2024-05-23
38913,AS-INFRABLOCKS,PeeringDB,2024-05-23
56172,APNIC::AS56172:AS-SG-AGORACOMMS,PeeringDB,2024-05-23
38915,AS-HEERLEN,PeeringDB,2024-05-23
35579,AS-KELAG-CONNECT,PeeringDB,2024-05-23
31898,AS31898,PeeringDB,2024-05-23
35575,AS-VAIONI,PeeringDB,2024-05-23
35574,AS-SEDMULTITEL,PeeringDB,2024-05-23
152390,AS-152390,PeeringDB,2024-05-23
132615,AS-PIPOLBB-PH,PeeringDB,2024-05-23
37035,AS-37035,PeeringDB,2024-05-23
57870,RIPE::AS-V6,PeeringDB,2024-05-23
198480,AS198480:AS-ALL,PeeringDB,2024-05-23
51728,AS-SET-SELTIMIL,PeeringDB,2024-05-23
61142,AS61142:AS-CW,PeeringDB,2024-05-23
61145,AS-REALBROADBAND,PeeringDB,2024-05-23
150218,AS150218:AS-WMN-ID,PeeringDB,2024-05-23
215887,RIPE::AS215887:AS-BARA,PeeringDB,2024-05-23
203023,AS203023:AS-KAWAII-NETWORK,PeeringDB,2024-05-23
60544,AS-LRBS1,PeeringDB,2024-05-23
215502,AS215502:AS-YXOM,PeeringDB,2024-05-23
49292,AS-GOTANET-DK,PeeringDB,2024-05-23
262778,AS-NGT,PeeringDB,2024-05-23
46167,AS46167:AS-B4WB,PeeringDB,2024-05-23
135063,APNIC::AS-POPNIX,PeeringDB,2024-05-23
140205,AS140205:AS-SMARTPLUS,PeeringDB,2024-05-23
135060,AS135060:AS-CONE,PeeringDB,2024-05-23
262773,AS262773:AS-PROXXIMA,PeeringDB,2024-05-23
262777,AS-NEOLINK-BR,PeeringDB,2024-05-23
135069,AS-FEENIX-RADB,PeeringDB,2024-05-23
262775,AS-TECHS,PeeringDB,2024-05-23
205168,as-sk-maxnetwork-1,PeeringDB,2024-05-23
60265,AS60265:AS-QBIX,PeeringDB,2024-05-23
205160,RIPE::AS205160:AS-DZP,PeeringDB,2024-05-23
200993,AS200993:AS-CORE,PeeringDB,2024-05-23
205165,AS-CD,PeeringDB,2024-05-23
205166,AS205166,PeeringDB,2024-05-23
200995,RIPE::AS200995,PeeringDB,2024-05-23
25274,AS-NARACOM,PeeringDB,2024-05-23
25273,AS-BCELU,PeeringDB,2024-05-23
215084,AS215084:AS-BINSAR-ID,PeeringDB,2024-05-23
270013,AS-INFOFRACTAL,PeeringDB,2024-05-23
270014,AS-GRUPOCG,PeeringDB,2024-05-23
25279,AS-TREML-STURM,PeeringDB,2024-05-23
141754,AS141754:AS-CUSTOMERS,PeeringDB,2024-05-23
328210,AS-TENACIT-SOLUTIONS,PeeringDB,2024-05-23
132004,AS132004,PeeringDB,2024-05-23
201864,AS-TRENCH,PeeringDB,2024-05-23
265703,AS265703:AS-AUSTRO,PeeringDB,2024-05-23
136842,AS136842,PeeringDB,2024-05-23
135391,AS-AOFEI-INTL,PeeringDB,2024-05-23
135395,AS-HERTZ,PeeringDB,2024-05-23
131769,AS131769,PeeringDB,2024-05-23
139365,AS139365:AS-PATRIA,PeeringDB,2024-05-23
56786,AS56786:AS-NEXIM,PeeringDB,2024-05-23
42263,AS-GEC,PeeringDB,2024-05-23
210107,AS210107,PeeringDB,2024-05-23
196994,AS-321NET,PeeringDB,2024-05-23
210532,AS-HUENET,PeeringDB,2024-05-23
199469,AS-SET-AIRNET,PeeringDB,2024-05-23
39790,AS-WEB4U,PeeringDB,2024-05-23
39792,AS-NICOLASCHEVRIER,PeeringDB,2024-05-23
9201,RIPE::AS-SWAF,PeeringDB,2024-05-23
53152,AS-53152,PeeringDB,2024-05-23
328073,AFRINIC::AS-ION,PeeringDB,2024-05-23
199460,AS-VPSTP,PeeringDB,2024-05-23
9208,AS-WIN,PeeringDB,2024-05-23
36873,AS-AIRTEL-NG,PeeringDB,2024-05-23
199466,AS199466,PeeringDB,2024-05-23
198590,AS-PORTUGAL,PeeringDB,2024-05-23
198596,AS198596:AS-BLR,PeeringDB,2024-05-23
269512,AS-269512,PeeringDB,2024-05-23
205543,AS205543:AS-GHZ,PeeringDB,2024-05-23
7381,AS-SUNGARDASNA,PeeringDB,2024-05-23
7387,AS-ONBOARD,PeeringDB,2024-05-23
269519,AS269519:AS-UAUTELECOM,PeeringDB,2024-05-23
7385,AS-INTEGRA,PeeringDB,2024-05-23
212850,AS39216,PeeringDB,2024-05-23
212855,RIPE::AS212855:AS-LUJE,PeeringDB,2024-05-23
212856,AS-DEVLING,PeeringDB,2024-05-23
1029,AS-NATOLAB,PeeringDB,2024-05-23
35115,AS-BESTGO,PeeringDB,2024-05-23
33133,AS-COPPERNET,PeeringDB,2024-05-23
43833,AS-PRODUCMEDIA,PeeringDB,2024-05-23
149170,AS149170:AS-TOLEDOCABLETV,PeeringDB,2024-05-23
51569,AS-FIBER-CUSTOMER,PeeringDB,2024-05-23
62948,AS62948:AS-ALL,PeeringDB,2024-05-23
141152,AS141152,PeeringDB,2024-05-23
203641,AS203641,PeeringDB,2024-05-23
62943,AS-BLUEBIRD,PeeringDB,2024-05-23
203649,AS-GOINTERNETUK,PeeringDB,2024-05-23
43782,AS-TTK-UL,PeeringDB,2024-05-23
44291,AS-INFOMIR,PeeringDB,2024-05-23
202596,AS-GNETWORK,PeeringDB,2024-05-23
271274,TC::AS271274,PeeringDB,2024-05-23
44294,AS44294,PeeringDB,2024-05-23
271272,AS-271272,PeeringDB,2024-05-23
202592,AS-LEBHERZ,PeeringDB,2024-05-23
44297,AS44297,PeeringDB,2024-05-23
44299,AS44299:AS-SPL,PeeringDB,2024-05-23
53494,AS-53494-LHIT,PeeringDB,2024-05-23
17222,AS-MUNDIVOX,PeeringDB,2024-05-23
24050,AS-FROOT,PeeringDB,2024-05-23
24051,AS-FROOT,PeeringDB,2024-05-23
42841,RIPE::AS-ANTIK,PeeringDB,2024-05-23
200735,AS200735:AS-MUENET,PeeringDB,2024-05-23
21574,RADB::AS-21574-CENTURY,PeeringDB,2024-05-23
42845,AS42845:AS-BRETAGNE_TELECOM,PeeringDB,2024-05-23
200731,AS200731:AS-JSN,PeeringDB,2024-05-23
49828,AS49828,PeeringDB,2024-05-23
139949,AS-KEJORANET,PeeringDB,2024-05-23
200738,RIPE::AS-INTERFIBRA,PeeringDB,2024-05-23
61614,AS-67TELECOM-ALL,PeeringDB,2024-05-23
208505,RIPE::AS-TURTLEBIT,PeeringDB,2024-05-23
208501,RIPE::AS-TIMMIT,PeeringDB,2024-05-23
17480,AS-CANL,PeeringDB,2024-05-23
17483,AS17483:AS-CUSTOMERS,PeeringDB,2024-05-23
17482,AS-BTIX,PeeringDB,2024-05-23
197480,AS-SERCZERNET,PeeringDB,2024-05-23
197483,AS197483:AS-ADSYSTEMS,PeeringDB,2024-05-23
197482,AS-2GIS,PeeringDB,2024-05-23
17488,RS-HATHWAY-IPV4 RS-HATHWAY-IPV6,PeeringDB,2024-05-23
211509,AS-RUDAKI-UPSTREAMS,PeeringDB,2024-05-23
203423,AS-FISHPORT,PeeringDB,2024-05-23
209114,AS209114:AS-IPFAST,PeeringDB,2024-05-23
64289,AS64289:AS-MACARNE,PeeringDB,2024-05-23
270277,AS-270277,PeeringDB,2024-05-23
209110,AS-AMPAREX,PeeringDB,2024-05-23
204345,RIPE::AS-STALLARD,PeeringDB,2024-05-23
270273,TC::AS270273,PeeringDB,2024-05-23
138543,AS138543,PeeringDB,2024-05-23
268141,AS268141,PeeringDB,2024-05-23
271053,AS-POWERNETFIBRATELECOM,PeeringDB,2024-05-23
202771,AS-CODENMORE,PeeringDB,2024-05-23
40739,AS-BLINKMIND,PeeringDB,2024-05-23
198335,AS-TRANSATEL,PeeringDB,2024-05-23
2907,JPIRR::as2907:as-sinet,PeeringDB,2024-05-23
2906,AS-NFLX,PeeringDB,2024-05-23
198330,AS-XEFI-MEMBERS,PeeringDB,2024-05-23
271058,AS-BLOGTELECOM-ALL AS271058:AS-BLOGLETECOM-ALL,PeeringDB,2024-05-23
44471,RIPE::AS-MENARI,PeeringDB,2024-05-23
44472,AS-HOFSTAETTER,PeeringDB,2024-05-23
197731,AS-TUXIS AS-TUXIS6,PeeringDB,2024-05-23
58713,AS58713:AS-FIBERVISION-IPS,PeeringDB,2024-05-23
58243,AS-TELEAG,PeeringDB,2024-05-23
329303,AS-SPLIZRNETWORKS-ZA,PeeringDB,2024-05-23
58717,AS58717:AS-SUMMITCOMMUNICATIONS-BD,PeeringDB,2024-05-23
14615,AS-COMPORIUM-TRANSIT,PeeringDB,2024-05-23
204160,AS-BLACKY,PeeringDB,2024-05-23
265817,AS265817:AS-INTERZONA,PeeringDB,2024-05-23
21870,AS-JUNIPER,PeeringDB,2024-05-23
212270,AS-PHOWORK,PeeringDB,2024-05-23
211760,AS-SUISSE,PeeringDB,2024-05-23
20191,AS20191:AS-UC,PeeringDB,2024-05-23
268177,AS-VOOACONECTA,PeeringDB,2024-05-23
268174,AS268174,PeeringDB,2024-05-23
211764,AS-SAIX,PeeringDB,2024-05-23
208444,AS-BRINGEIT-CH,PeeringDB,2024-05-23
208445,RS-ZBZNET,PeeringDB,2024-05-23
328337,AS-VIVATEL,PeeringDB,2024-05-23
21659,RADB::AS-ALT,PeeringDB,2024-05-23
13020,AS-CCC-EVENT,PeeringDB,2024-05-23
30447,AS-HOSTOPIA,PeeringDB,2024-05-23
271502,AS271502:AS-XYBER-CUSTOMERS,PeeringDB,2024-05-23
31798,AS31798:AS-ALL,PeeringDB,2024-05-23
395262,ARIN::AS-CENGN ARIN::RS-CENGN-ROUTES,PeeringDB,2024-05-23
31243,AS-ST-ONELINE,PeeringDB,2024-05-23
31242,AS-TKPSA-UP,PeeringDB,2024-05-23
31793,AS-HOTWIRE,PeeringDB,2024-05-23
31246,AS-NETBOX-CZ,PeeringDB,2024-05-23
328336,AS-SMARTINT,PeeringDB,2024-05-23
208992,AS208992,PeeringDB,2024-05-23
208993,AS-MMRNET,PeeringDB,2024-05-23
32554,ARIN::AS-MCIU,PeeringDB,2024-05-23
11081,AS-CARATS,PeeringDB,2024-05-23
11080,AS11080:AS-ALL,PeeringDB,2024-05-23
132372,AS-GBNETWORK,PeeringDB,2024-05-23
33864,RIPE::AS-WDCN,PeeringDB,2024-05-23
11084,AS-11084,PeeringDB,2024-05-23
269538,AS269538:AS-ANNOUNCEMENTS,PeeringDB,2024-05-23
398218,RS-CANOPY-NET,PeeringDB,2024-05-23
39753,AS-LIUXYON,PeeringDB,2024-05-23
20225,AS20225,PeeringDB,2024-05-23
270901,AS270901:AS-LIKERTELECOM,PeeringDB,2024-05-23
268397,TC::AS268397:AS-FREE-LIFE,PeeringDB,2024-05-23
202400,AS-NOVEMBER,PeeringDB,2024-05-23
268390,AS268390,PeeringDB,2024-05-23
268391,AS268391:AS-ALL,PeeringDB,2024-05-23
134486,AS-CLOUDFINITY,PeeringDB,2024-05-23
269491,AS269491,PeeringDB,2024-05-23
212685,AS212685:AS-VEXURA,PeeringDB,2024-05-23
18250,AS-GEEKNET,PeeringDB,2024-05-23
212688,AS212688:AS-INSEC,PeeringDB,2024-05-23
11805,AS-ENNWISE-ALL,PeeringDB,2024-05-23
23089,AS-HOTWIRE,PeeringDB,2024-05-23
272506,AS272506,PeeringDB,2024-05-23
132113,AS132113:AS-CUSTOMERS,PeeringDB,2024-05-23
132111,AS132111:AS-BIGBAND AS-SET-BIGBAND,PeeringDB,2024-05-23
132116,AS132116:AS-ADJANCENCIES,PeeringDB,2024-05-23
51531,RIPE::AS-DECIX-SERVICES,PeeringDB,2024-05-23
51530,AS-FREE-IX-MEMBERS,PeeringDB,2024-05-23
205909,AS-PHYSTRAX,PeeringDB,2024-05-23
198005,AS198005:AS-SET,PeeringDB,2024-05-23
210481,RIPE::AS-GOOD,PeeringDB,2024-05-23
205907,AS205907:AS-ALL,PeeringDB,2024-05-23
263142,AS263142:AS-ROUTEWAY,PeeringDB,2024-05-23
263415,AS263415:AS-EGR,PeeringDB,2024-05-23
267113,AS267113:AS-CLICK,PeeringDB,2024-05-23
216233,AS216233:AS-LUCASNEUBER,PeeringDB,2024-05-23
263146,AS263146,PeeringDB,2024-05-23
263411,ALTDB::AS-ONIXTELECOM,PeeringDB,2024-05-23
263144,AS263144:AS-ALIVENET,PeeringDB,2024-05-23
263145,AS-MEGAFLASH,PeeringDB,2024-05-23
263419,AS-CYBERTELECOM,PeeringDB,2024-05-23
271184,AS-LINKPONTOCOM,PeeringDB,2024-05-23
262540,AS262540,PeeringDB,2024-05-23
47172,AS-GREENHOST,PeeringDB,2024-05-23
61120,AS-VRANBIT,PeeringDB,2024-05-23
207852,AS-Y525,PeeringDB,2024-05-23
262544,AS-MKSNET,PeeringDB,2024-05-23
47176,AS-GASCOM-CH,PeeringDB,2024-05-23
262546,AS262546,PeeringDB,2024-05-23
266647,AS-266647,PeeringDB,2024-05-23
136279,AS136279:AS-GLOBROADBAND,PeeringDB,2024-05-23
23889,AS-MAURITIUSTELECOM,PeeringDB,2024-05-23
213052,RIPE::AS213052:AS-BITTENBYTES,PeeringDB,2024-05-23
134302,AS134302:AS-OXYNET,PeeringDB,2024-05-23
268824,AS268824:AS-CONNECTMAX,PeeringDB,2024-05-23
211414,RIPE::AS-ZNETW,PeeringDB,2024-05-23
268829,AS-JARAGUA-ALL,PeeringDB,2024-05-23
213050,RIPE::AS-NEDAP,PeeringDB,2024-05-23
34569,AS-NETWORXBG,PeeringDB,2024-05-23
34568,AS-CONNECTINGBYTES,PeeringDB,2024-05-23
139202,AS139202:AS-POWERMEDIA,PeeringDB,2024-05-23
